,split,,,,,
,BTU/h /,,,,,
,kW,,,,,
,6824 /,,,,,
1.0,,548.0,1088.0,20.0,4%,-
,2.0,,,,,
2.0,8535/ 2.5,728.0,1148.0,20.0,4%,-
,13650/,,,,,
3.0,,968.0,1268.0,20.0,4%,-
,4.0,,,,,
,24255/,,,,,
4.0,,1148.0,2723.0,20.0,4%,-
,7.1,,,,,
