1.0,,1690.0,2500.0,20.0,2%,470.0,
,kW,,,,,,
2.0,20 kW,2420.0,3630.0,20.0,2%,480.0,
3.0,35 kW,3150.0,4760.0,20.0,2%,550.0,
4.0,50 kW,5320.0,7980.0,20.0,2%,550.0,
1.0,,3950.0,6050.0,20.0,2%,470.0,
,kW,,,,,,
2.0,20 kW,4520.0,6770.0,20.0,2%,480.0,
3.0,35 kW,5240.0,7980.0,20.0,2%,550.0,
4.0,50 kW,12820.0,19350.0,20.0,2%,550.0,146.0
