1.0,,6290.0,11130.0,20.0,2%,,400,
2.0,12 kW,6450.0,11370.0,20.0,2%,,400,
3.0,20 kW,7420.0,13060.0,20.0,2%,,400,
4.0,35 kW,13950.0,24680.0,20.0,2%,,400,
5.0,50 kW,24760.0,43790.0,20.0,2%,,400,
,,,,,,*1,,
1.0,,8150.0,14350.0,20.0,2%,,-,
2.0,12 kW,8230.0,14520.0,20.0,2%,,-,
3.0,20 kW,9190.0,16130.0,20.0,2%,,-,
4.0,35 kW,15730.0,27820.0,20.0,2%,,-,149.0
5.0,50 kW,30890.0,55080.0,20.0,2%,,-,
