1.0,20 kW,6690.0,10160.0,20.0,3%,,-
2.0,35 kW,6940.0,10480.0,20.0,3%,,-
3.0,50 kW,9110.0,13710.0,20.0,3%,,-
,,,,,,*1,
1.0,20 kW,8870.0,13470.0,20.0,3%,,-
2.0,35 kW,9110.0,14110.0,20.0,3%,,-
3.0,50 kW,16610.0,25080.0,20.0,3%,,-
